,cut,color,clarity,carat,depth,table,x,y,z,price
23225,Ideal,G,SI1,1.53,62.4,57,7.33,7.41,4.6,11230
23226,Premium,F,VVS2,1.24,62,55,6.95,6.88,4.29,11231
23227,Premium,E,SI1,1.5,61.5,58,7.28,7.36,4.5,11233
23228,Ideal,F,IF,1.1,62,57,6.65,6.57,4.1,11233
23229,Ideal,D,VVS2,1.1,62,57,6.62,6.57,4.09,11233
23230,Premium,D,VVS2,1.1,61.7,56,6.65,6.64,4.1,11233
23231,Very Good,F,VVS2,1.24,59,58,6.98,7.03,4.13,11234
23232,Ideal,J,SI2,2.06,61.9,55,8.19,8.23,5.08,11234
23233,Good,G,VS2,1.52,63.3,57,7.27,7.32,4.62,11235
23234,Ideal,F,VS1,1.31,61.7,56,7.04,7.02,4.34,11237
23235,Ideal,I,SI2,2.36,60.8,54,8.68,8.57,5.24,11238
23236,Premium,I,VS1,1.71,60.6,57,7.82,7.73,4.71,11246
23237,Ideal,G,VVS1,1.31,61.1,57,7.06,7.01,4.3,11247
23238,Premium,G,SI2,1.71,60.9,58,7.68,7.72,4.69,11248
23239,Ideal,G,VVS1,1.28,62.1,56,6.96,6.93,4.31,11248
23240,Premium,H,SI1,1.67,59.4,61,7.78,7.73,4.61,11248
23241,Premium,E,VS2,1.39,61.7,59,7.13,7.09,4.39,11248
23242,Good,I,VS2,1.71,58,60,7.85,7.9,4.57,11250
23243,Ideal,E,SI2,1.59,62.3,55,7.52,7.48,4.67,11251
23244,Premium,F,VS2,1.5,61.1,59,7.37,7.35,4.5,11255
23245,Premium,G,VVS2,1.31,59.6,61,7.23,7.14,4.28,11255
23246,Ideal,I,SI2,2,59.8,55,8.28,8.18,4.92,11255
23247,Ideal,G,SI1,1.51,62.9,57,7.3,7.27,4.58,11255
23248,Premium,G,SI1,1.51,62.6,58,7.3,7.27,4.56,11255
23249,Ideal,I,VS2,1.7,61.7,56,7.64,7.72,4.74,11257
23250,Premium,I,VS2,1.7,61.7,59,7.63,7.68,4.72,11257
23251,Premium,I,VS2,1.7,61.2,59,7.55,7.62,4.64,11257
23252,Ideal,H,VS2,1.58,62.7,56,7.39,7.44,4.65,11262
23253,Very Good,G,VS1,1.4,62.6,58,7.03,7.07,4.41,11262
23254,Premium,H,SI2,1.78,59.1,60,7.93,7.87,4.67,11262
23255,Very Good,E,SI1,1.51,61.4,60,7.3,7.38,4.51,11263
23256,Premium,H,VS1,1.51,61.8,59,7.32,7.27,4.51,11263
23257,Very Good,H,VS1,1.51,63.2,60,7.23,7.17,4.55,11263
23258,Premium,H,VS1,1.51,61,60,7.34,7.29,4.46,11263
23259,Fair,H,VS1,1.51,58,67,7.63,7.57,4.41,11263
23260,Very Good,F,SI1,1.53,62,56,7.39,7.47,4.61,11267
23261,Very Good,F,VVS2,1.24,63.6,56,6.75,6.8,4.31,11268
23262,Premium,H,VS2,1.51,62.9,59,7.31,7.25,4.58,11268
23263,Premium,H,VS2,1.51,62.8,60,7.28,7.25,4.56,11268
23264,Very Good,E,IF,1.04,63.6,58,6.41,6.43,4.08,11269
23265,Premium,E,VS2,1.41,61.3,58,7.29,7.25,4.46,11269
23266,Premium,H,VS1,1.57,59.8,60,7.63,7.56,4.54,11272
23267,Ideal,H,VS2,1.52,62.4,58,7.3,7.37,4.58,11272
23268,Very Good,J,SI2,2.04,61.7,57,8.1,8.13,5.01,11276
23269,Premium,E,VVS1,1.04,60.9,58,6.53,6.61,4,11279
23270,Premium,H,VS2,1.53,62.2,58,7.34,7.3,4.55,11280
23271,Very Good,D,SI2,1.55,58.9,57,7.59,7.63,4.48,11284
23272,Very Good,F,VS1,1.38,61.4,61,7.1,7.14,4.37,11286
23273,Ideal,G,SI1,1.61,61.2,55,7.62,7.57,4.65,11294
23274,Good,G,VS2,1.5,59,58,7.41,7.45,4.38,11294
23275,Ideal,E,SI1,1.58,61.4,55,7.53,7.5,4.61,11294
23276,Ideal,H,VS1,1.5,62.3,54.7,7.29,7.33,4.55,11296
23277,Premium,F,SI1,1.56,60.1,60,7.56,7.52,4.53,11299
23278,Premium,E,VVS2,1.2,62.1,58,6.76,6.7,4.18,11301
23279,Very Good,F,SI1,1.51,62.1,55,7.29,7.37,4.55,11302
23280,Ideal,F,SI1,1.51,60.7,59,7.42,7.44,4.51,11302
23281,Ideal,G,VS1,1.43,59.9,57,7.35,7.3,4.39,11302
23282,Very Good,H,VVS2,1.5,62.7,58,7.21,7.24,4.53,11303
23283,Good,E,SI1,1.53,63.5,58,7.29,7.35,4.65,11303
23284,Premium,G,SI1,1.61,62.6,58,7.48,7.45,4.67,11303
23285,Ideal,I,VS1,1.64,60.5,57,7.68,7.62,4.64,11305
23286,Premium,D,SI1,1.65,60.4,60,7.63,7.58,4.59,11310
23287,Good,I,SI2,2.01,56.9,59,8.41,8.3,4.74,11312
23288,Premium,I,SI2,2.01,63,56,8.05,7.96,5.05,11312
23289,Good,I,SI2,2.08,57,63,8.49,8.45,4.83,11313
23290,Ideal,E,VS2,1.37,60.3,54,7.26,7.2,4.36,11314
23291,Ideal,J,SI2,2.02,62.7,56.9,8.03,8.07,5.05,11314
23292,Premium,F,SI2,1.7,60.1,58,7.74,7.67,4.63,11322
23293,Fair,I,VS1,2,58.5,68,8.26,8.15,4.8,11322
23294,Premium,H,VS2,1.5,60,62,7.41,7.38,4.44,11322
23295,Ideal,E,VS1,1.26,61.2,56,6.97,6.93,4.25,11323
23296,Very Good,E,SI1,1.5,59.4,59,7.42,7.49,4.43,11325
23297,Premium,J,VS1,1.8,58.2,61,8.07,7.95,4.66,11329
23298,Very Good,E,VVS1,1.11,60.2,59,6.67,6.79,4.05,11330
23299,Very Good,H,VS2,1.59,60.7,61.1,7.5,7.56,4.57,11333
23300,Premium,H,VS2,1.59,62.1,58,7.42,7.48,4.63,11333
23301,Ideal,H,VS2,1.52,61.8,55.1,7.38,7.42,4.58,11333
23302,Ideal,G,SI1,1.54,61.5,55,7.4,7.45,4.57,11333
23303,Premium,D,VVS2,1.03,60.1,58,6.55,6.6,3.95,11335
23304,Good,G,SI2,1.81,58.9,55,7.99,8.04,4.72,11336
23305,Ideal,J,SI2,2.06,61.9,55,8.23,8.19,5.08,11337
23306,Very Good,G,VS2,1.52,63.3,57,7.32,7.27,4.62,11338
23307,Ideal,F,SI2,1.67,62.4,54,7.6,7.63,4.75,11341
23308,Premium,H,VS1,1.56,62,57,7.48,7.43,4.62,11345
23309,Premium,G,VS1,1.41,62.1,59,7.1,7.06,4.4,11347
23310,Very Good,H,SI1,1.62,62.2,58,7.46,7.5,4.65,11351
23311,Premium,G,SI2,1.71,60.9,58,7.72,7.68,4.69,11351
23312,Very Good,D,SI1,1.5,63.4,58,7.16,7.25,4.57,11352
23313,Very Good,D,SI1,1.5,63.5,57,7.23,7.28,4.61,11352
23314,Fair,G,SI2,2,65.1,57,7.84,7.78,5.09,11355
23315,Premium,G,SI2,2,61.7,60,7.95,7.9,4.89,11355
23316,Premium,H,VS2,1.5,61.8,59,7.3,7.35,4.53,11360
23317,Premium,I,VS2,1.7,61.2,59,7.62,7.55,4.64,11360
23318,Premium,I,VS2,1.7,61.7,59,7.68,7.63,4.72,11360
23319,Ideal,I,VS2,1.7,61.7,56,7.72,7.64,4.74,11360
23320,Premium,I,VS2,1.72,58.3,61,7.91,7.87,4.6,11360
23321,Good,H,VS2,1.55,61,61,7.42,7.47,4.54,11364
23322,Ideal,F,IF,1.03,61.3,56,6.53,6.55,4.01,11365
23323,Ideal,H,VS2,1.58,62.7,56,7.44,7.39,4.65,11365
23324,Good,E,SI1,1.5,63,54,7.19,7.26,4.55,11368
23325,Premium,F,VS2,1.4,60.7,58,7.26,7.17,4.38,11368
23326,Premium,I,VS2,1.7,60.5,61,7.68,7.65,4.64,11369
23327,Premium,F,SI1,1.53,62,56,7.47,7.39,4.61,11370
23328,Ideal,G,IF,1.28,60.8,57,7.02,7.05,4.28,11372
23329,Premium,F,SI1,1.51,62.2,58,7.32,7.27,4.54,11374
23330,Premium,F,SI1,1.51,62.2,58,7.32,7.27,4.54,11374
23331,Ideal,G,IF,1.24,62.4,56,6.86,6.89,4.29,11376
23332,Ideal,H,VS2,1.52,61.8,54,7.42,7.43,4.59,11379
23333,Ideal,H,VS2,1.52,61.9,55,7.38,7.43,4.58,11379
23334,Very Good,F,VS1,1.53,63.2,58,7.33,7.3,4.62,11379
23335,Ideal,H,SI2,2.03,61.9,57,8.14,8.1,5.03,11379
23336,Premium,G,VS1,1.58,60.8,58,7.58,7.52,4.59,11380
23337,Premium,E,VVS1,1.04,60.9,58,6.61,6.53,4,11382
23338,Very Good,F,VVS2,1.23,62.2,58,6.81,6.86,4.25,11382
23339,Ideal,E,SI1,1.5,62,55,7.32,7.4,4.56,11385
23340,Premium,E,IF,1.01,62.6,58,6.37,6.44,4.01,11387
23341,Very Good,H,SI1,0.3,61.3,58,4.29,4.33,2.64,421
23342,Very Good,H,SI1,0.3,63,54,4.27,4.3,2.7,421
23343,Very Good,H,SI2,0.3,63.4,55,4.26,4.22,2.69,422
23344,Ideal,G,SI2,0.3,61.8,57,4.31,4.33,2.67,422
23345,Ideal,G,SI2,0.3,62.1,58,4.27,4.3,2.66,422
23346,Ideal,G,SI2,0.3,61.4,56,4.33,4.34,2.66,422
23347,Ideal,G,SI2,0.3,61.9,57,4.28,4.31,2.66,422
23348,Ideal,G,SI2,0.3,62,55,4.28,4.33,2.67,422
23349,Ideal,G,SI2,0.3,61.6,56,4.32,4.35,2.67,422
23350,Ideal,I,SI1,0.3,61.7,57,4.3,4.32,2.66,422
23351,Ideal,I,SI1,0.3,61.9,58,4.27,4.32,2.66,422
23352,Ideal,I,SI1,0.3,61.9,57,4.28,4.31,2.66,422
23353,Ideal,I,SI1,0.3,61.9,57,4.29,4.31,2.66,422
23354,Ideal,I,SI1,0.3,62.5,58,4.25,4.29,2.67,422
23355,Ideal,I,SI1,0.3,61.2,58,4.28,4.31,2.63,422
23356,Ideal,I,SI1,0.3,61.5,57,4.3,4.35,2.66,422
23357,Ideal,I,SI1,0.3,61.9,57,4.3,4.32,2.67,422
23358,Ideal,G,SI1,0.3,62.1,53,4.32,4.37,2.7,422
23359,Ideal,G,SI1,0.3,62.2,55,4.27,4.32,2.67,422
23360,Ideal,G,SI1,0.3,60.9,57,4.34,4.39,2.66,422
23361,Very Good,G,VS2,0.26,61.7,57,4.11,4.15,2.55,423
23362,Very Good,G,VS1,0.26,62.4,56,4.08,4.1,2.55,423
23363,Ideal,H,VS1,0.23,61.2,55,3.94,3.97,2.42,423
23364,Ideal,E,VS2,0.23,62.6,57,3.88,3.92,2.44,423
23365,Ideal,J,VS1,0.31,61.2,55,4.37,4.39,2.68,424
23366,Ideal,J,VS1,0.31,62.1,55,4.35,4.38,2.71,424
23367,Ideal,I,VS1,0.31,61.7,55,4.36,4.39,2.7,424
23368,Ideal,H,SI1,0.3,61.3,59,4.29,4.33,2.64,425
23369,Good,F,VVS2,0.23,62.3,61,3.93,3.94,2.45,425
23370,Good,F,VVS2,0.23,64.5,55,3.83,3.86,2.48,425
23371,Ideal,D,SI2,0.33,62.9,56,4.43,4.41,2.78,631
23372,Ideal,D,SI2,0.33,62.4,56,4.44,4.41,2.76,631
23373,Premium,D,SI2,0.33,60.7,56,4.46,4.43,2.7,631
23374,Premium,D,SI2,0.33,62.1,58,4.43,4.4,2.74,631
23375,Ideal,D,SI2,0.33,62.4,57,4.42,4.39,2.75,631
23376,Very Good,D,SI2,0.33,63.3,53,4.42,4.39,2.79,631
23377,Ideal,G,SI1,0.33,61.4,57,4.48,4.45,2.74,631
23378,Premium,G,SI1,0.33,61.6,57,4.45,4.42,2.73,631
23379,Premium,G,SI1,0.33,62.3,59,4.44,4.39,2.75,631
23380,Very Good,G,SI1,0.33,63.2,57,4.44,4.39,2.79,631
23381,Premium,H,VS1,0.36,60.5,59,4.6,4.63,2.79,631
23382,Good,E,SI1,0.36,63.1,58,4.49,4.54,2.85,631
23383,Ideal,E,SI1,0.36,61.9,56,4.53,4.58,2.82,631
23384,Very Good,E,SI1,0.36,60.8,59,4.56,4.59,2.78,631
23385,Ideal,E,SI1,0.36,61.4,57,4.56,4.59,2.81,631
23386,Premium,F,SI2,0.4,62.6,60,4.65,4.68,2.92,631
23387,Good,I,IF,0.3,63.3,57,4.23,4.3,2.7,631
23388,Good,I,IF,0.3,63.3,56,4.21,4.26,2.68,631
23389,Very Good,J,VS1,0.4,63,58,4.66,4.7,2.95,631
23390,Very Good,E,SI1,0.36,62.9,56,4.52,4.57,2.86,631
23391,Ideal,E,SI1,0.36,62.4,55,4.55,4.58,2.85,631
23392,Very Good,E,SI1,0.36,62.4,55,4.52,4.55,2.83,631
23393,Ideal,J,VS1,0.4,62.6,55,4.71,4.75,2.96,631
23394,Very Good,E,SI1,0.36,61.3,56,4.58,4.62,2.82,631
23395,Very Good,E,VS2,0.36,59.9,55,4.66,4.69,2.8,631
23396,Premium,E,SI1,0.36,60.9,60,4.56,4.61,2.79,631
23397,Premium,J,VS1,0.4,60.7,60,4.76,4.79,2.9,631
23398,Very Good,E,VS2,0.36,62.9,56,4.52,4.54,2.85,631
23399,Ideal,E,SI1,0.36,62,57,4.53,4.57,2.82,631
23400,Ideal,H,VS1,0.36,61.8,57,4.56,4.6,2.83,631
23401,Ideal,E,VVS2,1.13,60.1,59,6.77,6.81,4.08,11387
23402,Premium,G,VVS2,1.31,62.7,59,6.96,6.92,4.35,11389
23403,Very Good,I,VS2,1.71,63.4,59,7.53,7.45,4.75,11389
23404,Very Good,I,SI2,2.02,63.3,59,7.93,8,5.04,11390
23405,Very Good,J,VVS2,1.52,62.1,60,7.33,7.36,4.56,11392
23406,Premium,F,VS1,1.3,62.5,58,6.97,6.94,4.35,11392
23407,Premium,E,VVS2,1.21,61.9,58,6.84,6.79,4.22,11395
23408,Good,F,SI1,1.5,60.5,62,7.32,7.38,4.45,11399
23409,Good,I,SI2,2,64.2,52,7.91,7.88,5.07,11400
23410,Ideal,E,VVS2,1.01,61.7,57,6.42,6.44,3.97,11400
23411,Premium,I,VS1,1.67,61.1,58,7.69,7.6,4.67,11400
23412,Ideal,G,IF,1.28,62,55.6,6.94,6.96,4.31,11401
23413,Ideal,F,VVS1,1.12,61,56,6.71,6.74,4.1,11403
23414,Very Good,J,SI1,2,61.9,59,7.96,8,4.94,11404
23415,Ideal,F,VS2,1.52,62.3,55,7.37,7.33,4.58,11405
23416,Ideal,F,SI1,1.5,62,53,7.32,7.29,4.53,11405
23417,Very Good,J,SI2,2.01,60.6,60,8.11,8.19,4.94,11406
23418,Ideal,J,VS2,1.83,62,56,7.84,7.9,4.88,11406
23419,Very Good,E,SI1,1.53,63.5,58,7.35,7.29,4.65,11406
23420,Ideal,D,VS2,1.33,62.8,56,7.08,7.03,4.43,11409
23421,Premium,H,VS1,1.53,60.8,59,7.41,7.36,4.49,11413
23422,Premium,F,SI2,2,61.5,59,8.03,7.95,4.92,11413
23423,Premium,H,VS2,1.57,62.2,58,7.45,7.4,4.62,11415
23424,Ideal,F,VVS2,1.18,60.6,55,6.84,6.88,4.16,11415
23425,Very Good,H,SI2,1.86,62.3,57,7.82,7.85,4.88,11416
23426,Very Good,F,IF,1.05,59.7,55,6.66,6.73,4,11417
23427,Ideal,G,VVS1,1.23,61.4,55,6.89,6.93,4.24,11417
23428,Ideal,G,VVS2,1.32,62.3,57,6.96,7.04,4.36,11419
23429,Ideal,H,VS2,1.58,63,56,7.39,7.46,4.68,11419
23430,Ideal,E,VS1,1.28,61.7,57,6.93,6.97,4.29,11419
23431,Very Good,E,IF,1.02,58.1,59,6.71,6.75,3.91,11420
23432,Premium,G,SI1,1.53,62.3,58,7.35,7.3,4.56,11421
23433,Ideal,E,VS2,1.25,60.7,56,6.97,6.99,4.24,11422
23434,Very Good,H,VS2,1.62,59.6,59,7.59,7.67,4.55,11427
23435,Ideal,D,SI2,1.58,62.5,55,7.39,7.45,4.64,11428
23436,Premium,H,VS2,1.55,61.7,59,7.44,7.4,4.58,11428
23437,Very Good,F,VVS2,1.18,60.1,58,6.88,6.92,4.15,11430
23438,Premium,F,VVS2,1.23,61.6,59,6.8,6.9,4.22,11430
23439,Ideal,I,VVS2,1.55,61.3,59,7.41,7.46,4.56,11430
23440,Very Good,D,SI2,1.7,60.8,59,7.76,7.83,4.75,11431
23441,Ideal,I,VS2,1.53,61.5,56,7.39,7.44,4.55,11434
23442,Ideal,F,IF,1.07,62,57,6.52,6.57,4.06,11434
23443,Premium,G,VS1,1.42,62.1,56,7.27,7.22,4.5,11434
23444,Premium,H,VS2,1.51,60.2,60,7.33,7.35,4.42,11435
23445,Premium,H,VS2,1.51,62.3,59,7.28,7.32,4.55,11435
23446,Ideal,H,VS2,1.51,62.2,57,7.29,7.33,4.55,11435
23447,Ideal,I,VVS1,1.58,61.9,55,7.47,7.51,4.64,11435
23448,Premium,E,VVS2,1.2,61.4,56,6.94,6.83,4.23,11435
23449,Ideal,E,SI1,1.6,61.9,54,7.56,7.5,4.66,11437
23450,Premium,H,VS2,1.59,62.1,58,7.48,7.42,4.63,11437
23451,Ideal,H,VS2,1.59,60.7,61,7.56,7.5,4.57,11437
23452,Very Good,D,SI1,1.5,62.7,59,7.21,7.24,4.53,11442
23453,Very Good,D,SI1,1.5,60.7,62,7.3,7.33,4.44,11442
23454,Ideal,D,VVS2,1.01,61.9,56,6.41,6.45,3.98,11442
23455,Ideal,J,SI1,1.91,60.7,56,8.01,8.09,4.89,11447
23456,Very Good,G,VS1,1.42,62.7,55,7.11,7.17,4.48,11452
23457,Very Good,H,VS2,1.53,60.9,63,7.37,7.41,4.5,11452
23458,Very Good,F,VVS2,1.21,61,58,6.89,6.92,4.21,11455
23459,Ideal,I,VS2,1.71,60.5,56,7.71,7.73,4.67,11455
23460,Ideal,F,VVS1,1.2,62,56,6.76,6.82,4.21,11455
23461,Premium,H,VS2,1.72,59.5,60,7.79,7.75,4.62,11455
23462,Premium,H,SI1,1.62,62.2,58,7.5,7.46,4.65,11455
23463,Very Good,E,VVS2,1.2,63.2,56,6.73,6.78,4.27,11456
23464,Ideal,G,VVS2,1.31,59.2,59,7.12,7.18,4.23,11459
23465,Premium,H,SI2,1.81,62,60,7.79,7.75,4.82,11460
23466,Very Good,E,SI1,1.51,62.8,59,7.26,7.3,4.57,11460
23467,Good,E,SI1,1.51,63.1,58,7.23,7.28,4.58,11460
23468,Premium,J,SI2,2.02,62.7,60,7.98,8.1,5.04,11463
23469,Premium,H,VS2,1.5,61.8,59,7.35,7.3,4.53,11464
23470,Ideal,G,SI1,1.51,61.1,57,7.46,7.4,4.54,11465
23471,Ideal,G,VVS1,1.23,59.5,57,7,6.98,4.16,11469
23472,Premium,H,VS2,1.57,61,59,7.5,7.54,4.59,11470
23473,Ideal,E,SI1,1.53,61,55,7.44,7.49,4.55,11470
23474,Ideal,I,SI1,2.03,62.9,55,8.11,8.04,5.08,11472
23475,Premium,H,SI2,2.16,62.3,57,8.29,8.22,5.14,11473
23476,Very Good,E,IF,1.07,58.6,63,6.7,6.79,3.95,11475
23477,Very Good,J,SI2,2.02,63.5,57,7.94,8.02,5.07,11475
23478,Ideal,D,VS1,1.13,61.2,57,6.7,6.72,4.1,11477
23479,Very Good,G,VVS2,1.28,59.5,56,7.12,7.16,4.25,11478
23480,Premium,D,VVS1,1.01,59.3,59,6.56,6.53,3.88,11480
23481,Premium,G,VS2,1.51,60.4,58,7.38,7.43,4.47,11480
23482,Premium,I,VVS2,1.7,61.8,61,7.57,7.5,4.66,11481
23483,Premium,F,SI1,1.5,61.4,59,7.31,7.34,4.5,11484
23484,Premium,G,SI2,1.99,59.1,61,8.08,8.05,4.77,11486
23485,Good,E,SI1,1.51,62.8,59,7.16,7.2,4.51,11487
23486,Ideal,G,VS2,1.54,61.5,57,7.44,7.41,4.57,11487
23487,Premium,G,VS2,1.6,62.2,59,7.45,7.48,4.64,11489
23488,Premium,D,SI1,1.5,60.5,59,7.44,7.39,4.49,11489
23489,Ideal,E,SI1,1.5,62,55,7.4,7.32,4.56,11489
23490,Fair,E,SI1,1.5,56.2,58,7.71,7.6,4.3,11489
23491,Premium,H,VS1,1.58,61.7,59,7.48,7.42,4.6,11491
23492,Premium,E,IF,1.01,62.6,58,6.44,6.37,4.01,11491
23493,Ideal,H,VS1,1.43,62,55,7.21,7.28,4.49,11498
23494,Ideal,J,VS2,2.07,62.2,56,8.2,8.16,5.09,11500
23495,Ideal,E,IF,1.02,62.6,57,6.41,6.47,4.03,11500
23496,Very Good,H,SI2,2.29,63.4,57,8.4,8.33,5.3,11502
23497,Ideal,G,VVS1,1.24,62.1,56,6.86,6.91,4.28,11503
23498,Good,G,VS2,1.5,58.8,64,7.43,7.4,4.36,11508
23499,Good,G,VS2,1.5,63.8,56,7.2,7.15,4.58,11508
23500,Premium,H,VS2,1.6,62.6,58,7.5,7.45,4.68,11508
23501,Very Good,J,SI2,2,62.8,57,8.02,8.05,5.04,11510
23502,Ideal,G,SI1,1.52,63,55,7.31,7.38,4.63,11510
23503,Ideal,D,VVS2,1.04,60.9,57,6.54,6.6,4,11511
23504,Ideal,G,IF,1.25,60.2,54,6.99,7.03,4.22,11511
23505,Very Good,I,VVS1,1.51,62,58,7.27,7.31,4.52,11512
23506,Good,H,VS1,1.51,59.1,58,7.48,7.52,4.43,11512
23507,Very Good,I,VS1,1.7,60.6,59,7.64,7.67,4.64,11514
23508,Premium,H,VS1,1.52,61.4,58,7.3,7.44,4.55,11516
23509,Very Good,E,IF,1.06,62.7,58,6.48,6.54,4.08,11518
23510,Premium,I,VS2,1.7,61.4,59,7.6,7.68,4.69,11519
23511,Premium,I,VS2,1.7,60.7,59,7.63,7.7,4.65,11519
23512,Good,G,VVS2,1.4,63.4,59,7.04,7.12,4.49,11519
23513,Premium,H,SI2,1.86,62.3,57,7.85,7.82,4.88,11520
23514,Good,I,SI2,2.19,63.7,57,8.23,8.19,5.23,11522
23515,Ideal,G,SI1,1.56,61.2,56,7.49,7.51,4.59,11522
23516,Ideal,F,SI1,1.57,62.4,56,7.46,7.41,4.64,11523
23517,Premium,F,SI1,1.57,62,58,7.47,7.41,4.61,11523
23518,Good,G,VS1,1.5,63.8,59,7.16,7.22,4.59,11524
23519,Ideal,F,SI1,1.53,61.9,55,7.43,7.36,4.58,11525
23520,Ideal,F,SI1,1.53,62.5,57,7.38,7.31,4.59,11525
23521,Good,J,VS1,2.01,63.7,59,7.93,7.86,5.03,11526
23522,Ideal,I,VVS1,1.58,61.7,53,7.52,7.53,4.65,11526
23523,Very Good,H,VS2,1.54,62.1,62,7.31,7.38,4.56,11527
23524,Ideal,G,VS1,1.38,62.2,54,7.18,7.14,4.45,11527
23525,Ideal,G,VVS2,1.2,60.9,56,6.86,6.91,4.19,11530
23526,Ideal,G,VVS2,1.2,61,56,6.86,6.88,4.19,11530
23527,Ideal,H,VS2,1.56,61.5,56,7.46,7.5,4.6,11531
23528,Ideal,G,VVS2,1.31,60.9,56,7.17,7.07,4.32,11531
23529,Very Good,G,VS2,1.51,62.1,57,7.37,7.32,4.5,11532
23530,Very Good,E,SI1,1.5,61.4,59,7.24,7.41,4.5,11533
23531,Premium,F,VVS2,1.23,61.6,59,6.9,6.8,4.22,11534
23532,Premium,I,VS1,1.63,61.1,57,7.7,7.58,4.67,11534
23533,Very Good,E,SI2,1.6,62.5,54,7.5,7.55,4.7,11537
23534,Premium,E,VVS1,1.03,58.8,59,6.63,6.6,3.89,11538
23535,Ideal,H,VS2,1.51,62.2,57,7.33,7.29,4.55,11540
23536,Premium,H,VS2,1.51,60.2,60,7.35,7.33,4.42,11540
23537,Premium,H,VS2,1.51,62.3,59,7.32,7.28,4.55,11540
23538,Ideal,H,VS2,1.51,60.6,57,7.46,7.45,4.52,11540
23539,Premium,G,SI2,2,61.4,59,8.14,8.06,4.97,11544
23540,Good,E,I1,3,64.2,65,9.08,8.96,5.79,11548
23541,Premium,F,VVS1,1.14,59.4,59,6.87,6.8,4.06,11549
23542,Ideal,D,VVS2,1.1,62.2,57,6.58,6.54,4.08,11550
23543,Good,J,SI2,2.01,63.4,59,7.95,7.99,5.05,11554
23544,Very Good,I,SI1,1.73,60.9,59,7.71,7.68,4.69,11554
23545,Good,E,SI1,1.5,58.5,59,7.45,7.49,4.37,11554
23546,Ideal,H,VS1,1.5,61,56.8,7.36,7.4,4.5,11557
23547,Very Good,H,VS2,1.53,60.9,63,7.41,7.37,4.5,11557
23548,Ideal,I,VS2,1.71,60.5,56,7.73,7.71,4.67,11559
23549,Very Good,F,SI1,1.51,60.7,60,7.39,7.43,4.5,11560
23550,Very Good,F,SI1,1.51,62.8,59,7.28,7.31,4.58,11560
23551,Very Good,F,SI1,1.51,63,61,7.27,7.3,4.59,11560
23552,Good,F,SI1,1.51,60.9,61,7.3,7.32,4.45,11560
23553,Very Good,H,SI1,1.7,63.6,59,7.46,7.55,4.77,11560
23554,Premium,H,VS1,1.55,62.6,58,7.4,7.34,4.61,11562
23555,Very Good,E,SI1,1.51,63.1,58,7.28,7.23,4.58,11565
23556,Premium,E,SI1,1.51,62.6,55,7.33,7.25,4.56,11565
23557,Premium,E,SI1,1.51,62.8,59,7.3,7.26,4.57,11565
23558,Premium,E,SI1,1.51,61.5,61,7.41,7.31,4.53,11565
23559,Very Good,J,SI1,2.01,63.4,57,7.97,7.89,5.03,11566
23560,Premium,H,VS2,1.55,60.7,58,7.51,7.47,4.55,11567
23561,Ideal,G,VVS1,1.21,61.5,56,6.83,6.89,4.22,11572
23562,Ideal,G,SI1,1.5,62.8,54,7.31,7.29,4.58,11572
23563,Ideal,D,VVS2,1.02,62.2,59,6.41,6.46,4,11573
23564,Premium,G,SI1,1.54,60.5,61,7.47,7.44,4.51,11574
23565,Ideal,I,VS2,1.55,61.8,55,7.4,7.44,4.58,11574
23566,Premium,H,VS2,1.57,61,59,7.54,7.5,4.59,11575
23567,Ideal,G,SI2,1.75,61.6,54.8,7.73,7.78,4.78,11576
23568,Good,J,VS2,2.09,57.2,64,8.51,8.46,4.85,11576
23569,Good,G,VS2,1.5,63.3,62,7.08,7.2,4.52,11577
23570,Premium,G,SI1,1.63,59.9,60,7.64,7.61,4.57,11578
23571,Premium,H,SI2,2.18,62.3,59,8.37,8.26,5.18,11579
23572,Ideal,H,VS1,1.51,62.6,56,7.28,7.32,4.57,11580
23573,Ideal,F,VS1,1.28,61.7,55,7.01,6.98,4.32,11580
23574,Very Good,G,VS1,1.4,59.9,56,7.31,7.34,4.39,11584
23575,Ideal,G,VS1,1.32,61.7,56,7.04,7.07,4.35,11584
23576,Very Good,E,SI1,1.5,59.6,58,7.38,7.41,4.41,11586
23577,Ideal,I,VVS2,1.62,62.7,54,7.47,7.52,4.7,11587
23578,Premium,F,SI1,1.5,61.4,59,7.34,7.31,4.5,11588
23579,Premium,G,VS1,1.44,61.8,57,7.21,7.09,4.42,11588
23580,Very Good,G,VVS1,1.25,60.2,58,6.97,7.04,4.22,11589
23581,Ideal,H,I1,2.72,59.6,55,9.17,9.13,5.45,11594
23582,Very Good,D,SI1,1.52,62,58,7.37,7.4,4.58,11595
23583,Ideal,G,SI1,1.57,61.8,55,7.43,7.49,4.61,11596
23584,Fair,H,SI2,2,65.2,55,7.9,7.85,5.13,11600
23585,Ideal,G,VVS2,1.24,61.1,56,6.94,6.97,4.25,11601
23586,Very Good,F,VVS2,1.28,62,57,6.92,7.01,4.32,11602
23587,Very Good,H,VS2,1.55,61.3,61,7.39,7.46,4.55,11602
23588,Ideal,G,SI2,2.01,61.5,55,8.15,8.11,5,11602
23589,Very Good,H,VS1,1.57,62.8,60,7.36,7.44,4.65,11605
23590,Ideal,H,VS2,1.7,62.3,57,7.68,7.65,4.78,11605
